diff(10),diff(10),diff(11),diff(11),diff(12),diff(12),diff(13),diff(13),diff(14),diff(14),diff(15),diff(15),diff(16),diff(16),diff(18),diff(18),diff(19),diff(19),diff(20),diff(20),diff(21),diff(21),diff(22),diff(22),diff(23),diff(23),diff(24),diff(24),diff(25),diff(25),diff(26),diff(26),diff(27),diff(27),diff(28),diff(28),diff(29),diff(29),diff(3),diff(3),diff(30),diff(30),diff(31),diff(31),diff(32),diff(32),diff(33),diff(33),diff(34),diff(34),diff(35),diff(35),diff(36),diff(36),diff(37),diff(37),diff(38),diff(38),diff(39),diff(39),diff(4),diff(4),diff(40),diff(40),diff(41),diff(41),diff(42),diff(42),diff(43),diff(43),diff(44),diff(44),diff(45),diff(45),diff(5),diff(5),diff(6),diff(6),diff(7),diff(7),diff(8),diff(8),diff(9),diff(9)
,,,,,,,,,,degrees,small,,,,,,,,,closer,dot,orientation,left,,,,,,,,,,,,,,,,,,,,,facing,different,,,different,facing,,,,,,,,,really,arent,,,,,pointing,left,line,face,arent,different,facing,different,random,arrangement,,,,,,,,,,
,,,,,,,,,,degrees,line,,,,,,,,,closer,close,orientation,side,,,,,,,,,,,,,,,,,,,,,facing,dot,,,different,opposite,,,,,,,,,really,size,,,,,pointing,line,line,right,arent,dot,facing,direction,space,different,,,,,,,,,,
,,,,,,,,,,degrees,perpendicular,,,,,,,,,closer,center,different,different,,,,,,,,,,,,,,,,,,,,,facing,placement,,,different,direction,,,,,,,,,small,shapes,,,,,left,circle,instead,doesnt,arent,placement,left,different,space,division,,,,,,,,,,
,,,,,,,,,,angles,curved,,,,,,,,,closer,like,different,dot,,,,,,,,,,,,,,,,,,,,,side,different,,,orientation,shapes,,,,,,,,,small,arent,,,,,left,left,instead,face,evenly,different,left,direction,space,dots,,,,,,,,,,
,,,,,,,,,,angles,line,,,,,,,,,closer,lines,different,placement,,,,,,,,,,,,,,,,,,,,,side,dot,,,orientation,facing,,,,,,,,,small,size,,,,,left,line,instead,right,evenly,dot,attached,one,wrong,different,,,,,,,,,,
,,,,,,,,,,arent,curved,,,,,,,,,edge,dot,orientation,different,,,,,,,,,,,,,,,,,,,,,side,placement,,,orientation,opposite,,,,,,,,,triangle,second,,,,,top,opposite,right,doesnt,evenly,placement,attached,flipped,wrong,division,,,,,,,,,,
,,,,,,,,,,arent,line,,,,,,,,,edge,close,orientation,dot,,,,,,,,,,,,,,,,,,,,,direction,different,,,orientation,direction,,,,,,,,,triangle,shape,,,,,top,facing,right,face,spaced,different,attached,correct,wrong,dots,,,,,,,,,,
,,,,,,,,,,90,curved,,,,,,,,,edge,center,orientation,placement,,,,,,,,,,,,,,,,,,,,,direction,dot,,,different,shapes,,,,,,,,,triangle,smaller,,,,,pointing,opposite,right,right,spaced,dot,attached,way,space,different,,,,,,,,,,
,,,,,,,,,,90,line,,,,,,,,,edge,like,hole,sides,,,,,,,,,,,,,,,,,,,,,direction,placement,,,different,opposites,,,,,,,,,really,second,,,,,pointing,facing,two,attached,spaced,placement,bars,one,space,shape,,,,,,,,,,
,,,,,,,,,,degrees,curved,,,,,,,,,edge,lines,hole,inequal,,,,,,,,,,,,,,,,,,,,,shapes,different,,,different,sides,,,,,,,,,really,shape,,,,,left,opposite,two,bars,one,last,bars,flipped,space,orientation,,,,,,,,,,
,,,,,,,,,,degrees,line,,,,,,,,,dot,dot,closer,sides,,,,,,,,,,,,,,,,,,,,,shapes,dot,,,different,get,,,,,,,,,really,smaller,,,,,left,facing,two,towards,one,dot,bars,correct,wrong,different,,,,,,,,,,
,,,,,,,,,,branch,extra,,,,,,,,,dot,closer,closer,inequal,,,,,,,,,,,,,,,,,,,,,shapes,placement,,,different,close,,,,,,,,,large,second,,,,,black,circle,two,left,one,separated,bars,way,wrong,shape,,,,,,,,,,
,,,,,,,,,,branch,line,,,,,,,,,dot,beginning,long,sides,,,,,,,,,,,,,,,,,,,,,parallel,different,,,different,would,,,,,,,,,large,shape,,,,,black,left,small,attached,one,3,facing,one,wrong,orientation,,,,,,,,,,
,,,,,,,,,,branch,diagonal,,,,,,,,,closer,dot,long,inequal,,,,,,,,,,,,,,,,,,,,,parallel,dot,,,different,actually,,,,,,,,,large,smaller,,,,,black,line,small,bars,one,dots,facing,flipped,space,doesnt,,,,,,,,,,
,,,,,,,,,,branch,line,,,,,,,,,closer,closer,side,sides,,,,,,,,,,,,,,,,,,,,,parallel,placement,,,different,fit,,,,,,,,,one,second,,,,,circle,circle,small,towards,dot,last,facing,correct,space,group,,,,,,,,,,
,,,,,,,,,,branch,isnt,,,,,,,,,closer,beginning,side,inequal,,,,,,,,,,,,,,,,,,,,,,,,,different,together,,,,,,,,,one,shape,,,,,circle,left,small,left,dot,dot,facing,way,space,3,,,,,,,,,,
,,,,,,,,,,branch,straight,,,,,,,,,edge,dot,hole,shape,,,,,,,,,,,,,,,,,,,,,,,,,orientation,shapes,,,,,,,,,one,smaller,,,,,circle,line,lines,attached,dot,separated,right,one,space,dots,,,,,,,,,,
,,,,,,,,,,branch,like,,,,,,,,,edge,closer,hole,bigger,,,,,,,,,,,,,,,,,,,,,,,,,orientation,opposites,,,,,,,,,really,second,,,,,facing,circle,lines,bars,dot,3,right,flipped,wrong,doesnt,,,,,,,,,,
,,,,,,,,,,branch,others,,,,,,,,,edge,beginning,hole,others,,,,,,,,,,,,,,,,,,,,,,,,,orientation,sides,,,,,,,,,really,shape,,,,,facing,left,lines,towards,dot,dots,right,correct,wrong,group,,,,,,,,,,
,,,,,,,,,,different,extra,,,,,,,,,dot,different,closer,shape,,,,,,,,,,,,,,,,,,,,,,,,,orientation,get,,,,,,,,,really,smaller,,,,,facing,line,lines,left,separate,last,right,way,wrong,3,,,,,,,,,,
,,,,,,,,,,different,line,,,,,,,,,dot,dot,closer,bigger,,,,,,,,,,,,,,,,,,,,,,,,,orientation,close,,,,,,,,,small,second,,,,,left,circle,left,attached,separate,dot,attached,2,wrong,dots,,,,,,,,,,
,,,,,,,,,,different,diagonal,,,,,,,,,dot,placement,closer,others,,,,,,,,,,,,,,,,,,,,,,,,,orientation,would,,,,,,,,,small,shape,,,,,left,left,left,bars,separate,separated,attached,lines,space,spit,,,,,,,,,,
,,,,,,,,,,different,line,,,,,,,,,closer,different,long,shape,,,,,,,,,,,,,,,,,,,,,,,,,orientation,actually,,,,,,,,,small,smaller,,,,,left,line,left,towards,separate,3,attached,right,space,equal,,,,,,,,,,
,,,,,,,,,,different,isnt,,,,,,,,,closer,dot,long,bigger,,,,,,,,,,,,,,,,,,,,,,,,,orientation,fit,,,,,,,,,triangle,small,,,,,side,circle,left,left,separate,dots,bars,2,wrong,spit,,,,,,,,,,
,,,,,,,,,,different,straight,,,,,,,,,closer,placement,long,others,,,,,,,,,,,,,,,,,,,,,,,,,orientation,together,,,,,,,,,triangle,triangle,,,,,side,left,line,attached,one,dots,bars,lines,wrong,equal,,,,,,,,,,
,,,,,,,,,,different,like,,,,,,,,,edge,different,side,shape,,,,,,,,,,,,,,,,,,,,,,,,,different,shapes,,,,,,,,,triangle,lot,,,,,side,line,line,bars,one,spacing,bars,right,space,dots,,,,,,,,,,
,,,,,,,,,,different,others,,,,,,,,,edge,dot,side,bigger,,,,,,,,,,,,,,,,,,,,,,,,,orientation,shapes,,,,,,,,,triangle,smaller,,,,,instead,circle,line,towards,dot,dots,facing,2,space,separated,,,,,,,,,,
,,,,,,,,,,orientation,extra,,,,,,,,,edge,placement,side,others,,,,,,,,,,,,,,,,,,,,,,,,,different,facing,,,,,,,,,triangle,compared,,,,,instead,left,line,left,dot,spacing,facing,lines,space,two,,,,,,,,,,
,,,,,,,,,,orientation,line,,,,,,,,,dot,dot,hole,dot,,,,,,,,,,,,,,,,,,,,,,,,,different,different,,,,,,,,,triangle,big,,,,,instead,line,instead,attached,separate,dots,facing,right,space,one,,,,,,,,,,
,,,,,,,,,,orientation,diagonal,,,,,,,,,dot,closer,hole,closest,,,,,,,,,,,,,,,,,,,,,,,,,different,direction,,,,,,,,,triangle,one,,,,,right,circle,instead,bars,separate,spacing,right,2,space,side,,,,,,,,,,
,,,,,,,,,,orientation,line,,,,,,,,,dot,beginning,hole,left,,,,,,,,,,,,,,,,,,,,,,,,,orientation,facing,,,,,,,,,really,small,,,,,right,left,instead,towards,one,different,right,lines,space,two,,,,,,,,,,
,,,,,,,,,,orientation,isnt,,,,,,,,,close,dot,hole,side,,,,,,,,,,,,,,,,,,,,,,,,,orientation,different,,,,,,,,,really,triangle,,,,,right,line,instead,left,one,dot,right,right,wrong,dots,,,,,,,,,,
,,,,,,,,,,orientation,straight,,,,,,,,,close,closer,closer,dot,,,,,,,,,,,,,,,,,,,,,,,,,orientation,direction,,,,,,,,,really,lot,,,,,side,circle,right,attached,one,placement,attached,different,wrong,separated,,,,,,,,,,
,,,,,,,,,,orientation,like,,,,,,,,,close,beginning,closer,closest,,,,,,,,,,,,,,,,,,,,,,,,,shapes,shapes,,,,,,,,,really,smaller,,,,,side,left,right,bars,dot,different,attached,direction,wrong,two,,,,,,,,,,
,,,,,,,,,,orientation,others,,,,,,,,,center,dot,closer,left,,,,,,,,,,,,,,,,,,,,,,,,,shapes,facing,,,,,,,,,really,compared,,,,,side,line,right,towards,dot,dot,bars,different,wrong,one,,,,,,,,,,
,,,,,,,,,,branch,small,,,,,,,,,center,closer,closer,side,,,,,,,,,,,,,,,,,,,,,,,,,shapes,opposite,,,,,,,,,really,big,,,,,black,opposite,right,left,dot,placement,bars,direction,wrong,side,,,,,,,,,,
,,,,,,,,,,branch,line,,,,,,,,,center,beginning,long,dot,,,,,,,,,,,,,,,,,,,,,,,,,shapes,direction,,,,,,,,,really,one,,,,,black,facing,two,f,separate,different,facing,different,wrong,two,,,,,,,,,,
,,,,,,,,,,branch,perpendicular,,,,,,,,,like,dot,long,closest,,,,,,,,,,,,,,,,,,,,,,,,,facing,shapes,,,,,,,,,large,small,,,,,circle,opposite,two,backwards,separate,dot,facing,direction,space,spacing,,,,,,,,,,
,,,,,,,,,,different,small,,,,,,,,,like,closer,long,left,,,,,,,,,,,,,,,,,,,,,,,,,facing,facing,,,,,,,,,large,triangle,,,,,circle,facing,small,f,separate,placement,right,different,space,different,,,,,,,,,,
,,,,,,,,,,different,line,,,,,,,,,like,beginning,long,side,,,,,,,,,,,,,,,,,,,,,,,,,facing,opposite,,,,,,,,,large,lot,,,,,facing,opposite,small,backwards,last,dots,right,direction,wrong,spacing,,,,,,,,,,
,,,,,,,,,,different,perpendicular,,,,,,,,,lines,dot,side,dot,,,,,,,,,,,,,,,,,,,,,,,,,facing,direction,,,,,,,,,large,smaller,,,,,facing,facing,lines,f,last,spacing,one,2,wrong,different,,,,,,,,,,
,,,,,,,,,,orientation,small,,,,,,,,,lines,closer,side,closest,,,,,,,,,,,,,,,,,,,,,,,,,different,shapes,,,,,,,,,large,compared,,,,,left,opposite,lines,backwards,dot,dots,one,lines,space,different,,,,,,,,,,
,,,,,,,,,,orientation,line,,,,,,,,,lines,beginning,side,left,,,,,,,,,,,,,,,,,,,,,,,,,different,facing,,,,,,,,,large,big,,,,,left,facing,left,f,dot,spacing,one,right,space,arrangement,,,,,,,,,,
,,,,,,,,,,orientation,perpendicular,,,,,,,,,dot,different,side,side,,,,,,,,,,,,,,,,,,,,,,,,,different,opposite,,,,,,,,,large,one,,,,,side,opposite,left,backwards,separated,dots,flipped,2,wrong,different,,,,,,,,,,
,,,,,,,,,,branch,curved,,,,,,,,,dot,dot,hole,different,,,,,,,,,,,,,,,,,,,,,,,,,different,direction,,,,,,,,,one,small,,,,,side,facing,line,f,separated,spacing,flipped,lines,wrong,arrangement,,,,,,,,,,
,,,,,,,,,,branch,line,,,,,,,,,dot,placement,hole,dot,,,,,,,,,,,,,,,,,,,,,,,,,directions,shapes,,,,,,,,,one,triangle,,,,,instead,opposite,line,backwards,3,dots,flipped,right,different,different,,,,,,,,,,
,,,,,,,,,,different,curved,,,,,,,,,close,different,hole,placement,,,,,,,,,,,,,,,,,,,,,,,,,directions,facing,,,,,,,,,one,lot,,,,,instead,facing,instead,f,3,spacing,correct,2,different,shape,,,,,,,,,,
,,,,,,,,,,different,line,,,,,,,,,close,dot,closer,different,,,,,,,,,,,,,,,,,,,,,,,,,directions,opposite,,,,,,,,,one,smaller,,,,,right,opposite,instead,backwards,dots,dots,correct,lines,different,orientation,,,,,,,,,,
,,,,,,,,,,orientation,curved,,,,,,,,,close,placement,closer,dot,,,,,,,,,,,,,,,,,,,,,,,,,directions,direction,,,,,,,,,one,compared,,,,,right,facing,right,f,dots,spacing,correct,right,division,different,,,,,,,,,,
,,,,,,,,,,orientation,line,,,,,,,,,center,different,closer,placement,,,,,,,,,,,,,,,,,,,,,,,,,shapes,shapes,,,,,,,,,one,big,,,,,side,opposite,right,backwards,last,different,way,2,division,shape,,,,,,,,,,
,,,,,,,,,,extra,small,,,,,,,,,center,dot,long,different,,,,,,,,,,,,,,,,,,,,,,,,,shapes,opposites,,,,,,,,,one,one,,,,,side,facing,two,2,last,dot,way,lines,division,orientation,,,,,,,,,,
,,,,,,,,,,extra,line,,,,,,,,,center,placement,long,dot,,,,,,,,,,,,,,,,,,,,,,,,,shapes,sides,,,,,,,,,really,small,,,,,circle,opposite,two,lines,last,placement,way,right,dots,different,,,,,,,,,,
,,,,,,,,,,extra,perpendicular,,,,,,,,,like,different,long,placement,,,,,,,,,,,,,,,,,,,,,,,,,shapes,get,,,,,,,,,really,triangle,,,,,circle,facing,two,left,dot,different,one,different,dots,shape,,,,,,,,,,
,,,,,,,,,,line,small,,,,,,,,,like,dot,side,different,,,,,,,,,,,,,,,,,,,,,,,,,shapes,close,,,,,,,,,really,lot,,,,,left,opposite,small,2,dot,dot,one,direction,dots,orientation,,,,,,,,,,
,,,,,,,,,,line,line,,,,,,,,,like,placement,side,dot,,,,,,,,,,,,,,,,,,,,,,,,,shapes,would,,,,,,,,,really,smaller,,,,,left,facing,small,lines,dot,placement,flipped,different,different,doesnt,,,,,,,,,,
,,,,,,,,,,line,perpendicular,,,,,,,,,lines,different,side,placement,,,,,,,,,,,,,,,,,,,,,,,,,shapes,actually,,,,,,,,,really,compared,,,,,line,opposite,small,left,separated,different,flipped,direction,different,group,,,,,,,,,,
,,,,,,,,,,diagonal,small,,,,,,,,,lines,dot,sides,shape,,,,,,,,,,,,,,,,,,,,,,,,,shapes,fit,,,,,,,,,really,big,,,,,line,facing,lines,2,separated,dot,correct,different,different,3,,,,,,,,,,
,,,,,,,,,,diagonal,line,,,,,,,,,lines,placement,sides,bigger,,,,,,,,,,,,,,,,,,,,,,,,,shapes,together,,,,,,,,,really,one,,,,,,,lines,lines,separated,placement,correct,direction,different,dots,,,,,,,,,,
,,,,,,,,,,diagonal,perpendicular,,,,,,,,,dot,different,sides,others,,,,,,,,,,,,,,,,,,,,,,,,,facing,shapes,,,,,,,,,small,small,,,,,,,lines,left,3,different,way,different,division,doesnt,,,,,,,,,,
,,,,,,,,,,line,small,,,,,,,,,dot,dot,inequal,shape,,,,,,,,,,,,,,,,,,,,,,,,,facing,opposites,,,,,,,,,small,triangle,,,,,,,left,2,3,dot,way,direction,division,group,,,,,,,,,,
,,,,,,,,,,line,line,,,,,,,,,dot,placement,inequal,bigger,,,,,,,,,,,,,,,,,,,,,,,,,facing,sides,,,,,,,,,small,lot,,,,,,,left,lines,3,placement,2,different,division,3,,,,,,,,,,
,,,,,,,,,,line,perpendicular,,,,,,,,,closer,different,inequal,others,,,,,,,,,,,,,,,,,,,,,,,,,facing,get,,,,,,,,,small,smaller,,,,,,,left,left,dots,different,2,direction,division,dots,,,,,,,,,,
,,,,,,,,,,isnt,small,,,,,,,,,closer,dot,sides,dot,,,,,,,,,,,,,,,,,,,,,,,,,facing,close,,,,,,,,,small,compared,,,,,,,line,2,dots,dot,lines,different,dots,doesnt,,,,,,,,,,
,,,,,,,,,,isnt,line,,,,,,,,,closer,placement,sides,closest,,,,,,,,,,,,,,,,,,,,,,,,,facing,would,,,,,,,,,small,big,,,,,,,line,lines,dots,placement,lines,direction,dots,group,,,,,,,,,,
,,,,,,,,,,isnt,perpendicular,,,,,,,,,beginning,different,sides,left,,,,,,,,,,,,,,,,,,,,,,,,,facing,actually,,,,,,,,,small,one,,,,,,,line,left,dots,different,right,different,dots,3,,,,,,,,,,
,,,,,,,,,,straight,small,,,,,,,,,beginning,dot,sides,side,,,,,,,,,,,,,,,,,,,,,,,,,facing,fit,,,,,,,,,triangle,large,,,,,,,instead,2,dots,dot,right,direction,dots,dots,,,,,,,,,,
,,,,,,,,,,straight,line,,,,,,,,,beginning,placement,inequal,dot,,,,,,,,,,,,,,,,,,,,,,,,,facing,together,,,,,,,,,triangle,size,,,,,,,instead,lines,dots,placement,,,different,spit,,,,,,,,,,
,,,,,,,,,,straight,perpendicular,,,,,,,,,,,inequal,closest,,,,,,,,,,,,,,,,,,,,,,,,,different,shapes,,,,,,,,,triangle,difference,,,,,,,instead,left,spacing,different,,,different,equal,,,,,,,,,,
,,,,,,,,,,like,small,,,,,,,,,,,inequal,left,,,,,,,,,,,,,,,,,,,,,,,,,different,opposites,,,,,,,,,really,large,,,,,,,right,2,spacing,dot,,,division,spit,,,,,,,,,,
,,,,,,,,,,like,line,,,,,,,,,,,inequal,side,,,,,,,,,,,,,,,,,,,,,,,,,different,sides,,,,,,,,,really,size,,,,,,,right,lines,spacing,placement,,,division,equal,,,,,,,,,,
,,,,,,,,,,like,perpendicular,,,,,,,,,,,sides,different,,,,,,,,,,,,,,,,,,,,,,,,,different,get,,,,,,,,,really,difference,,,,,,,right,left,,,,,dots,spit,,,,,,,,,,
,,,,,,,,,,others,small,,,,,,,,,,,sides,dot,,,,,,,,,,,,,,,,,,,,,,,,,different,close,,,,,,,,,large,large,,,,,,,two,facing,,,,,dots,equal,,,,,,,,,,
,,,,,,,,,,others,line,,,,,,,,,,,sides,placement,,,,,,,,,,,,,,,,,,,,,,,,,different,would,,,,,,,,,large,size,,,,,,,two,opposite,,,,,different,dots,,,,,,,,,,
,,,,,,,,,,others,perpendicular,,,,,,,,,,,inequal,different,,,,,,,,,,,,,,,,,,,,,,,,,different,actually,,,,,,,,,large,difference,,,,,,,two,direction,,,,,different,separated,,,,,,,,,,
,,,,,,,,,,extra,curved,,,,,,,,,,,inequal,dot,,,,,,,,,,,,,,,,,,,,,,,,,different,fit,,,,,,,,,one,large,,,,,,,small,facing,,,,,different,two,,,,,,,,,,
,,,,,,,,,,extra,line,,,,,,,,,,,inequal,placement,,,,,,,,,,,,,,,,,,,,,,,,,different,together,,,,,,,,,one,size,,,,,,,small,opposite,,,,,different,one,,,,,,,,,,
,,,,,,,,,,line,curved,,,,,,,,,,,shape,dot,,,,,,,,,,,,,,,,,,,,,,,,,directions,shapes,,,,,,,,,one,difference,,,,,,,small,direction,,,,,different,side,,,,,,,,,,
,,,,,,,,,,line,line,,,,,,,,,,,shape,closest,,,,,,,,,,,,,,,,,,,,,,,,,directions,opposites,,,,,,,,,really,large,,,,,,,lines,facing,,,,,different,two,,,,,,,,,,
,,,,,,,,,,diagonal,curved,,,,,,,,,,,shape,left,,,,,,,,,,,,,,,,,,,,,,,,,directions,sides,,,,,,,,,really,size,,,,,,,lines,opposite,,,,,division,dots,,,,,,,,,,
,,,,,,,,,,diagonal,line,,,,,,,,,,,shape,side,,,,,,,,,,,,,,,,,,,,,,,,,directions,get,,,,,,,,,really,difference,,,,,,,lines,direction,,,,,division,separated,,,,,,,,,,
,,,,,,,,,,line,curved,,,,,,,,,,,bigger,dot,,,,,,,,,,,,,,,,,,,,,,,,,directions,close,,,,,,,,,small,large,,,,,,,left,facing,,,,,division,two,,,,,,,,,,
,,,,,,,,,,line,line,,,,,,,,,,,bigger,closest,,,,,,,,,,,,,,,,,,,,,,,,,directions,would,,,,,,,,,small,size,,,,,,,left,opposite,,,,,division,one,,,,,,,,,,
,,,,,,,,,,isnt,curved,,,,,,,,,,,bigger,left,,,,,,,,,,,,,,,,,,,,,,,,,directions,actually,,,,,,,,,small,difference,,,,,,,left,direction,,,,,division,side,,,,,,,,,,
,,,,,,,,,,isnt,line,,,,,,,,,,,bigger,side,,,,,,,,,,,,,,,,,,,,,,,,,directions,fit,,,,,,,,,triangle,different,,,,,,,line,facing,,,,,division,two,,,,,,,,,,
,,,,,,,,,,straight,curved,,,,,,,,,,,others,dot,,,,,,,,,,,,,,,,,,,,,,,,,directions,together,,,,,,,,,triangle,shape,,,,,,,line,opposite,,,,,dots,dots,,,,,,,,,,
,,,,,,,,,,straight,line,,,,,,,,,,,others,closest,,,,,,,,,,,,,,,,,,,,,,,,,shapes,shapes,,,,,,,,,triangle,angle,,,,,,,line,direction,,,,,dots,separated,,,,,,,,,,
,,,,,,,,,,like,curved,,,,,,,,,,,others,left,,,,,,,,,,,,,,,,,,,,,,,,,facing,shapes,,,,,,,,,really,different,,,,,,,instead,facing,,,,,dots,two,,,,,,,,,,
,,,,,,,,,,like,line,,,,,,,,,,,others,side,,,,,,,,,,,,,,,,,,,,,,,,,different,shapes,,,,,,,,,really,shape,,,,,,,instead,opposite,,,,,dots,one,,,,,,,,,,
,,,,,,,,,,others,curved,,,,,,,,,,,shape,different,,,,,,,,,,,,,,,,,,,,,,,,,directions,shapes,,,,,,,,,really,angle,,,,,,,instead,direction,,,,,dots,side,,,,,,,,,,
,,,,,,,,,,others,line,,,,,,,,,,,shape,dot,,,,,,,,,,,,,,,,,,,,,,,,,shapes,facing,,,,,,,,,large,different,,,,,,,right,facing,,,,,dots,two,,,,,,,,,,
,,,,,,,,,,small,curved,,,,,,,,,,,shape,placement,,,,,,,,,,,,,,,,,,,,,,,,,shapes,different,,,,,,,,,large,shape,,,,,,,right,opposite,,,,,different,spacing,,,,,,,,,,
,,,,,,,,,,small,line,,,,,,,,,,,bigger,different,,,,,,,,,,,,,,,,,,,,,,,,,shapes,direction,,,,,,,,,large,angle,,,,,,,right,direction,,,,,different,different,,,,,,,,,,
,,,,,,,,,,line,curved,,,,,,,,,,,bigger,dot,,,,,,,,,,,,,,,,,,,,,,,,,facing,facing,,,,,,,,,one,different,,,,,,,facing,lines,,,,,division,spacing,,,,,,,,,,
,,,,,,,,,,line,line,,,,,,,,,,,bigger,placement,,,,,,,,,,,,,,,,,,,,,,,,,facing,different,,,,,,,,,one,shape,,,,,,,facing,point,,,,,division,different,,,,,,,,,,
,,,,,,,,,,perpendicular,curved,,,,,,,,,,,others,different,,,,,,,,,,,,,,,,,,,,,,,,,facing,direction,,,,,,,,,one,angle,,,,,,,facing,left,,,,,dots,spacing,,,,,,,,,,
,,,,,,,,,,perpendicular,line,,,,,,,,,,,others,dot,,,,,,,,,,,,,,,,,,,,,,,,,different,facing,,,,,,,,,really,different,,,,,,,left,lines,,,,,dots,different,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,others,placement,,,,,,,,,,,,,,,,,,,,,,,,,different,different,,,,,,,,,really,shape,,,,,,,left,point,,,,,different,different,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,dot,different,,,,,,,,,,,,,,,,,,,,,,,,,different,direction,,,,,,,,,really,angle,,,,,,,left,left,,,,,different,arrangement,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,dot,dot,,,,,,,,,,,,,,,,,,,,,,,,,directions,facing,,,,,,,,,small,different,,,,,,,facing,different,,,,,division,different,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,dot,placement,,,,,,,,,,,,,,,,,,,,,,,,,directions,different,,,,,,,,,small,shape,,,,,,,facing,orientation,,,,,division,arrangement,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,closest,different,,,,,,,,,,,,,,,,,,,,,,,,,directions,direction,,,,,,,,,small,angle,,,,,,,left,different,,,,,dots,different,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,closest,dot,,,,,,,,,,,,,,,,,,,,,,,,,shapes,shapes,,,,,,,,,small,shape,,,,,,,left,orientation,,,,,dots,arrangement,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,closest,placement,,,,,,,,,,,,,,,,,,,,,,,,,shapes,opposites,,,,,,,,,small,orientation,,,,,,,facing,doesnt,,,,,different,doesnt,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,left,different,,,,,,,,,,,,,,,,,,,,,,,,,shapes,sides,,,,,,,,,shape,shape,,,,,,,facing,face,,,,,different,group,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,left,dot,,,,,,,,,,,,,,,,,,,,,,,,,shapes,get,,,,,,,,,shape,orientation,,,,,,,facing,right,,,,,different,3,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,left,placement,,,,,,,,,,,,,,,,,,,,,,,,,shapes,close,,,,,,,,,top,shape,,,,,,,left,doesnt,,,,,different,dots,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,side,different,,,,,,,,,,,,,,,,,,,,,,,,,shapes,would,,,,,,,,,top,orientation,,,,,,,left,face,,,,,shape,doesnt,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,side,dot,,,,,,,,,,,,,,,,,,,,,,,,,shapes,actually,,,,,,,,,small,shapes,,,,,,,left,right,,,,,shape,group,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,side,placement,,,,,,,,,,,,,,,,,,,,,,,,,shapes,fit,,,,,,,,,small,arent,,,,,,,facing,attached,,,,,shape,3,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shapes,together,,,,,,,,,small,size,,,,,,,facing,bars,,,,,shape,dots,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facing,shapes,,,,,,,,,shape,shapes,,,,,,,facing,towards,,,,,orientation,doesnt,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facing,opposites,,,,,,,,,shape,arent,,,,,,,facing,left,,,,,orientation,group,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facing,sides,,,,,,,,,shape,size,,,,,,,left,attached,,,,,orientation,3,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facing,get,,,,,,,,,top,shapes,,,,,,,left,bars,,,,,orientation,dots,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facing,close,,,,,,,,,top,arent,,,,,,,left,towards,,,,,different,spit,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facing,would,,,,,,,,,top,size,,,,,,,left,left,,,,,different,equal,,,,,,,,,,
